sensitivity_case,counts_code,n1,n2,n3,n4,total_tasks,scenario_type,seed_count,method,deadline_ratio,deadline_value,lambda_single,lambda_dual,rho_single,rho_dual,speed_min,speed_max,mean_cmax_2B_original,mean_energy_2B_original,feasible_2B,opt_speed_single_2B,opt_speed_dual_2B,opt_energy_2B,opt_cmax_2B,active_constraints_2B,kkt_pass_2B,infeasible_reason_2B,mean_cmax_3B_original,mean_energy_3B_original,feasible_3B,opt_speed_single_3B,opt_speed_dual_3B,opt_energy_3B,opt_cmax_3B,active_constraints_3B,kkt_pass_3B,infeasible_reason_3B,energy_advantage_2B_minus_3B,recommended_mode,recommendation,recommendation_reason
baseline,1211,1,2,1,1,5,single_arm_dominant,3,optimized,0.8,1728.266667,0.35,0.45,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,1.246098,1.255899,8858.454891,1728.266618,deadline,1,,1387.0,8807.666667,1,0.916261,0.96873,8781.282326,1480.965033,none,1,,77.172565,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
baseline,1211,1,2,1,1,5,single_arm_dominant,3,optimized,0.85,1836.283333,0.35,0.45,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,1.16951,1.187068,8668.981913,1836.28327,deadline,1,,1387.0,8807.666667,1,0.916261,0.96873,8781.282326,1480.965251,none,1,,-112.300414,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1211,1,2,1,1,5,single_arm_dominant,3,optimized,0.9,1944.3,0.35,0.45,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,1.101107,1.126463,8536.507517,1944.299901,deadline,1,,1387.0,8807.666667,1,0.916261,0.96873,8781.282326,1480.965364,none,1,,-244.774809,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1211,1,2,1,1,5,single_arm_dominant,3,optimized,0.95,2052.316667,0.35,0.45,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,1.03957,1.072852,8449.306901,2052.316511,deadline,1,,1387.0,8807.666667,1,0.91626,0.96873,8781.282326,1480.965981,none,1,,-331.975425,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1211,1,2,1,1,5,single_arm_dominant,3,optimized,1.0,2160.333333,0.35,0.45,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,0.983867,1.025216,8398.506631,2160.333019,deadline,1,,1387.0,8807.666667,1,0.91626,0.96873,8781.282326,1480.966007,none,1,,-382.775695,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1211,1,2,1,1,5,single_arm_dominant,3,optimized,1.05,2268.35,0.35,0.45,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,0.93318,0.982713,8377.290059,2268.348698,deadline,1,,1387.0,8807.666667,1,0.91626,0.96873,8781.282326,1480.966003,none,1,,-403.992268,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1211,1,2,1,1,5,single_arm_dominant,3,optimized,1.1,2376.366667,0.35,0.45,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,0.916261,0.96873,8375.833875,2306.688906,none,1,,1387.0,8807.666667,1,0.91626,0.96873,8781.282326,1480.966,none,1,,-405.448452,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1211,1,2,1,1,5,single_arm_dominant,3,optimized,1.15,2484.383333,0.35,0.45,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,0.91626,0.96873,8375.833875,2306.690795,none,1,,1387.0,8807.666667,1,0.91626,0.96873,8781.282326,1480.966034,none,1,,-405.448452,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1211,1,2,1,1,5,single_arm_dominant,3,optimized,1.2,2592.4,0.35,0.45,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,0.916261,0.96873,8375.833875,2306.688851,none,1,,1387.0,8807.666667,1,0.91626,0.96873,8781.282326,1480.966155,none,1,,-405.448452,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1211,1,2,1,1,5,single_arm_dominant,3,optimized,1.25,2700.416667,0.35,0.45,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,0.916261,0.96873,8375.833875,2306.689278,none,1,,1387.0,8807.666667,1,0.91626,0.96873,8781.282326,1480.966155,none,1,,-405.448452,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1211,1,2,1,1,5,single_arm_dominant,3,optimized,1.3,2808.433333,0.35,0.45,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,0.916261,0.96873,8375.833875,2306.689516,none,1,,1387.0,8807.666667,1,0.91626,0.96873,8781.282326,1480.966143,none,1,,-405.448452,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1211,1,2,1,1,5,single_arm_dominant,3,optimized,1.35,2916.45,0.35,0.45,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,0.916261,0.96873,8375.833875,2306.689733,none,1,,1387.0,8807.666667,1,0.916261,0.968731,8781.282326,1480.964592,none,1,,-405.448452,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1211,1,2,1,1,5,single_arm_dominant,3,optimized,1.4,3024.466667,0.35,0.45,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,0.916261,0.96873,8375.833875,2306.689808,none,1,,1387.0,8807.666667,1,0.916261,0.968731,8781.282326,1480.964625,none,1,,-405.448452,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1211,1,2,1,1,5,single_arm_dominant,3,optimized,1.5,3240.5,0.35,0.45,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,0.916261,0.96873,8375.833875,2306.689972,none,1,,1387.0,8807.666667,1,0.916261,0.968731,8781.282326,1480.964649,none,1,,-405.448452,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1212,1,2,1,2,6,mixed_balanced,3,optimized,0.7,1882.533333,0.35,0.45,0.35,0.45,0.6,1.8,2689.333333,12514.666667,1,1.431428,1.425726,14106.382941,1882.533313,deadline,1,,1667.333333,12997.0,1,0.916262,0.96873,12963.015065,1770.433317,none,1,,1143.367876,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
baseline,1212,1,2,1,2,6,mixed_balanced,3,optimized,0.75,2017.0,0.35,0.45,0.35,0.45,0.6,1.8,2689.333333,12514.666667,1,1.332321,1.334347,13574.927785,2016.999975,deadline,1,,1667.333333,12997.0,1,0.916261,0.96873,12963.015065,1770.434233,none,1,,611.91272,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
baseline,1212,1,2,1,2,6,mixed_balanced,3,optimized,0.8,2151.466667,0.35,0.45,0.35,0.45,0.6,1.8,2689.333333,12514.666667,1,1.245131,1.254907,13185.159579,2151.466625,deadline,1,,1667.333333,12997.0,1,0.916261,0.968729,12963.015064,1770.435142,none,1,,222.144515,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
baseline,1212,1,2,1,2,6,mixed_balanced,3,optimized,0.85,2285.933333,0.35,0.45,0.35,0.45,0.6,1.8,2689.333333,12514.666667,1,1.167742,1.185331,12904.67493,2285.933272,deadline,1,,1667.333333,12997.0,1,0.916261,0.968729,12963.015064,1770.435151,none,1,,-58.340134,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1212,1,2,1,2,6,mixed_balanced,3,optimized,0.9,2420.4,0.35,0.45,0.35,0.45,0.6,1.8,2689.333333,12514.666667,1,1.098466,1.124051,12709.804936,2420.39992,deadline,1,,1667.333333,12997.0,1,0.91626,0.968729,12963.015064,1770.435333,none,1,,-253.210129,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1212,1,2,1,2,6,mixed_balanced,3,optimized,0.95,2554.866667,0.35,0.45,0.35,0.45,0.6,1.8,2689.333333,12514.666667,1,1.036045,1.069758,12582.93225,2554.86653,deadline,1,,1667.333333,12997.0,1,0.916262,0.96873,12963.015065,1770.43357,none,1,,-380.082815,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1212,1,2,1,2,6,mixed_balanced,3,optimized,1.0,2689.333333,0.35,0.45,0.35,0.45,0.6,1.8,2689.333333,12514.666667,1,0.979452,1.021429,12510.722321,2689.333054,deadline,1,,1667.333333,12997.0,1,0.916261,0.96873,12963.015065,1770.433669,none,1,,-452.292743,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1212,1,2,1,2,6,mixed_balanced,3,optimized,1.05,2823.8,0.35,0.45,0.35,0.45,0.6,1.8,2689.333333,12514.666667,1,0.927832,0.978266,12482.929803,2823.798407,deadline,1,,1667.333333,12997.0,1,0.916261,0.96873,12963.015065,1770.433753,none,1,,-480.085262,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1212,1,2,1,2,6,mixed_balanced,3,optimized,1.1,2958.266667,0.35,0.45,0.35,0.45,0.6,1.8,2689.333333,12514.666667,1,0.916261,0.96873,12481.94295,2855.63059,none,1,,1667.333333,12997.0,1,0.916261,0.96873,12963.015065,1770.433802,none,1,,-481.072114,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1212,1,2,1,2,6,mixed_balanced,3,optimized,1.15,3092.733333,0.35,0.45,0.35,0.45,0.6,1.8,2689.333333,12514.666667,1,0.916261,0.96873,12481.94295,2855.629501,none,1,,1667.333333,12997.0,1,0.916261,0.96873,12963.015065,1770.433859,none,1,,-481.072114,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1212,1,2,1,2,6,mixed_balanced,3,optimized,1.2,3227.2,0.35,0.45,0.35,0.45,0.6,1.8,2689.333333,12514.666667,1,0.916261,0.96873,12481.94295,2855.630312,none,1,,1667.333333,12997.0,1,0.916261,0.96873,12963.015065,1770.433905,none,1,,-481.072114,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1212,1,2,1,2,6,mixed_balanced,3,optimized,1.25,3361.666667,0.35,0.45,0.35,0.45,0.6,1.8,2689.333333,12514.666667,1,0.916261,0.96873,12481.94295,2855.630668,none,1,,1667.333333,12997.0,1,0.916261,0.96873,12963.015065,1770.433941,none,1,,-481.072114,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1212,1,2,1,2,6,mixed_balanced,3,optimized,1.3,3496.133333,0.35,0.45,0.35,0.45,0.6,1.8,2689.333333,12514.666667,1,0.916261,0.968729,12481.94295,2855.631886,none,1,,1667.333333,12997.0,1,0.916261,0.96873,12963.015065,1770.433951,none,1,,-481.072114,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1212,1,2,1,2,6,mixed_balanced,3,optimized,1.35,3630.6,0.35,0.45,0.35,0.45,0.6,1.8,2689.333333,12514.666667,1,0.916261,0.968729,12481.94295,2855.631883,none,1,,1667.333333,12997.0,1,0.916261,0.96873,12963.015065,1770.433983,none,1,,-481.072114,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1212,1,2,1,2,6,mixed_balanced,3,optimized,1.4,3765.066667,0.35,0.45,0.35,0.45,0.6,1.8,2689.333333,12514.666667,1,0.916261,0.968729,12481.94295,2855.631921,none,1,,1667.333333,12997.0,1,0.916261,0.96873,12963.015065,1770.434015,none,1,,-481.072114,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1212,1,2,1,2,6,mixed_balanced,3,optimized,1.5,4034.0,0.35,0.45,0.35,0.45,0.6,1.8,2689.333333,12514.666667,1,0.91626,0.968729,12481.94295,2855.632187,none,1,,1667.333333,12997.0,1,0.916261,0.96873,12963.015065,1770.434036,none,1,,-481.072114,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1221,1,2,2,1,6,mixed_balanced,3,optimized,0.7,1959.766667,0.35,0.45,0.35,0.45,0.6,1.8,2799.666667,11139.666667,1,1.431438,1.425716,12556.499357,1959.766643,deadline,1,,1842.0,11610.333333,1,0.916264,0.968732,11579.974294,1955.896032,none,1,,976.525063,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
baseline,1221,1,2,2,1,6,mixed_balanced,3,optimized,0.75,2099.75,0.35,0.45,0.35,0.45,0.6,1.8,2799.666667,11139.666667,1,1.332329,1.334339,12083.435769,2099.749967,deadline,1,,1842.0,11610.333333,1,0.916262,0.96873,11579.974294,1955.900578,none,1,,503.461474,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
baseline,1221,1,2,2,1,6,mixed_balanced,3,optimized,0.8,2239.733333,0.35,0.45,0.35,0.45,0.6,1.8,2799.666667,11139.666667,1,1.24514,1.254898,11736.491802,2239.733288,deadline,1,,1842.0,11610.333333,1,0.916261,0.96873,11579.974294,1955.901431,none,1,,156.517508,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
baseline,1221,1,2,2,1,6,mixed_balanced,3,optimized,0.85,2379.716667,0.35,0.45,0.35,0.45,0.6,1.8,2799.666667,11139.666667,1,1.167729,1.185345,11486.824293,2379.716602,deadline,1,,1842.0,11610.333333,1,0.916261,0.96873,11579.974294,1955.901766,none,1,,-93.150001,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1221,1,2,2,1,6,mixed_balanced,3,optimized,0.9,2519.7,0.35,0.45,0.35,0.45,0.6,1.8,2799.666667,11139.666667,1,1.098469,1.124048,11313.364893,2519.699907,deadline,1,,1842.0,11610.333333,1,0.916261,0.968729,11579.974294,1955.902536,none,1,,-266.609401,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1221,1,2,2,1,6,mixed_balanced,3,optimized,0.95,2659.683333,0.35,0.45,0.35,0.45,0.6,1.8,2799.666667,11139.666667,1,1.036047,1.069756,11200.431847,2659.683173,deadline,1,,1842.0,11610.333333,1,0.916261,0.968729,11579.974294,1955.902587,none,1,,-379.542447,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1221,1,2,2,1,6,mixed_balanced,3,optimized,1.0,2799.666667,0.35,0.45,0.35,0.45,0.6,1.8,2799.666667,11139.666667,1,0.979453,1.021428,11136.155703,2799.666337,deadline,1,,1842.0,11610.333333,1,0.91626,0.968729,11579.974294,1955.902762,none,1,,-443.818592,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1221,1,2,2,1,6,mixed_balanced,3,optimized,1.05,2939.65,0.35,0.45,0.35,0.45,0.6,1.8,2799.666667,11139.666667,1,0.927832,0.978266,11111.416778,2939.64813,deadline,1,,1842.0,11610.333333,1,0.91626,0.968729,11579.974294,1955.902748,none,1,,-468.557517,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1221,1,2,2,1,6,mixed_balanced,3,optimized,1.1,3079.633333,0.35,0.45,0.35,0.45,0.6,1.8,2799.666667,11139.666667,1,0.916261,0.96873,11110.538341,2972.786246,none,1,,1842.0,11610.333333,1,0.916262,0.96873,11579.974294,1955.90078,none,1,,-469.435954,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1221,1,2,2,1,6,mixed_balanced,3,optimized,1.15,3219.616667,0.35,0.45,0.35,0.45,0.6,1.8,2799.666667,11139.666667,1,0.916262,0.96873,11110.538341,2972.784988,none,1,,1842.0,11610.333333,1,0.916262,0.96873,11579.974294,1955.900847,none,1,,-469.435954,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1221,1,2,2,1,6,mixed_balanced,3,optimized,1.2,3359.6,0.35,0.45,0.35,0.45,0.6,1.8,2799.666667,11139.666667,1,0.916261,0.96873,11110.538341,2972.785919,none,1,,1842.0,11610.333333,1,0.916261,0.96873,11579.974294,1955.900941,none,1,,-469.435954,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1221,1,2,2,1,6,mixed_balanced,3,optimized,1.25,3499.583333,0.35,0.45,0.35,0.45,0.6,1.8,2799.666667,11139.666667,1,0.916261,0.96873,11110.538341,2972.786316,none,1,,1842.0,11610.333333,1,0.916261,0.96873,11579.974294,1955.900986,none,1,,-469.435954,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1221,1,2,2,1,6,mixed_balanced,3,optimized,1.3,3639.566667,0.35,0.45,0.35,0.45,0.6,1.8,2799.666667,11139.666667,1,0.916261,0.96873,11110.538341,2972.78658,none,1,,1842.0,11610.333333,1,0.916261,0.96873,11579.974294,1955.901042,none,1,,-469.435954,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1221,1,2,2,1,6,mixed_balanced,3,optimized,1.35,3779.55,0.35,0.45,0.35,0.45,0.6,1.8,2799.666667,11139.666667,1,0.916261,0.968729,11110.538341,2972.787829,none,1,,1842.0,11610.333333,1,0.916261,0.96873,11579.974294,1955.90104,none,1,,-469.435954,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1221,1,2,2,1,6,mixed_balanced,3,optimized,1.4,3919.533333,0.35,0.45,0.35,0.45,0.6,1.8,2799.666667,11139.666667,1,0.916261,0.968729,11110.538341,2972.787837,none,1,,1842.0,11610.333333,1,0.916261,0.96873,11579.974294,1955.901074,none,1,,-469.435954,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1221,1,2,2,1,6,mixed_balanced,3,optimized,1.5,4199.5,0.35,0.45,0.35,0.45,0.6,1.8,2799.666667,11139.666667,1,0.916261,0.968729,11110.538341,2972.787852,none,1,,1842.0,11610.333333,1,0.916261,0.96873,11579.974294,1955.901118,none,1,,-469.435954,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1222,1,2,2,2,7,dual_arm_dominant,3,optimized,0.7,2310.466667,0.35,0.45,0.35,0.45,0.6,1.8,3300.666667,15014.333333,1,1.431868,1.426109,16914.129661,2310.466642,deadline,1,,2285.0,15531.333333,1,0.964122,1.008478,15515.145651,2310.46641,deadline,1,,1398.98401,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
baseline,1222,1,2,2,2,7,dual_arm_dominant,3,optimized,0.75,2475.5,0.35,0.45,0.35,0.45,0.6,1.8,3300.666667,15014.333333,1,1.332198,1.334186,16276.241362,2475.499972,deadline,1,,2285.0,15531.333333,1,0.916261,0.96873,15494.945866,2416.646827,none,1,,781.295496,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
baseline,1222,1,2,2,2,7,dual_arm_dominant,3,optimized,0.8,2640.533333,0.35,0.45,0.35,0.45,0.6,1.8,3300.666667,15014.333333,1,1.244422,1.254216,15809.36921,2640.533288,deadline,1,,2285.0,15531.333333,1,0.916261,0.96873,15494.945866,2416.646733,none,1,,314.423345,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
baseline,1222,1,2,2,2,7,dual_arm_dominant,3,optimized,0.85,2805.566667,0.35,0.45,0.35,0.45,0.6,1.8,3300.666667,15014.333333,1,1.166364,1.184166,15474.402556,2805.566603,deadline,1,,2285.0,15531.333333,1,0.916261,0.968729,15494.945866,2416.648136,none,1,,-20.543309,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1222,1,2,2,2,7,dual_arm_dominant,3,optimized,0.9,2970.6,0.35,0.45,0.35,0.45,0.6,1.8,3300.666667,15014.333333,1,1.096598,1.122251,15242.772913,2970.599907,deadline,1,,2285.0,15531.333333,1,0.91626,0.968729,15494.945866,2416.648345,none,1,,-252.172952,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1222,1,2,2,2,7,dual_arm_dominant,3,optimized,0.95,3135.633333,0.35,0.45,0.35,0.45,0.6,1.8,3300.666667,15014.333333,1,1.033479,1.067469,15093.21471,3135.633197,deadline,1,,2285.0,15531.333333,1,0.916262,0.96873,15494.945866,2416.645976,none,1,,-401.731156,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1222,1,2,2,2,7,dual_arm_dominant,3,optimized,1.0,3300.666667,0.35,0.45,0.35,0.45,0.6,1.8,3300.666667,15014.333333,1,0.976172,1.018649,15009.631748,3300.666369,deadline,1,,2285.0,15531.333333,1,0.916262,0.96873,15494.945866,2416.64616,none,1,,-485.314118,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1222,1,2,2,2,7,dual_arm_dominant,3,optimized,1.05,3465.7,0.35,0.45,0.35,0.45,0.6,1.8,3300.666667,15014.333333,1,0.923845,0.974969,14979.655298,3465.697493,deadline,1,,2285.0,15531.333333,1,0.916262,0.96873,15494.945866,2416.64628,none,1,,-515.290567,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1222,1,2,2,2,7,dual_arm_dominant,3,optimized,1.1,3630.733333,0.35,0.45,0.35,0.45,0.6,1.8,3300.666667,15014.333333,1,0.916261,0.968729,14979.157115,3490.831291,none,1,,2285.0,15531.333333,1,0.916262,0.96873,15494.945866,2416.646441,none,1,,-515.78875,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1222,1,2,2,2,7,dual_arm_dominant,3,optimized,1.15,3795.766667,0.35,0.45,0.35,0.45,0.6,1.8,3300.666667,15014.333333,1,0.916261,0.96873,14979.157115,3490.829279,none,1,,2285.0,15531.333333,1,0.916262,0.96873,15494.945866,2416.646496,none,1,,-515.78875,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1222,1,2,2,2,7,dual_arm_dominant,3,optimized,1.2,3960.8,0.35,0.45,0.35,0.45,0.6,1.8,3300.666667,15014.333333,1,0.916261,0.968729,14979.157115,3490.831366,none,1,,2285.0,15531.333333,1,0.916262,0.96873,15494.945866,2416.646579,none,1,,-515.78875,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1222,1,2,2,2,7,dual_arm_dominant,3,optimized,1.25,4125.833333,0.35,0.45,0.35,0.45,0.6,1.8,3300.666667,15014.333333,1,0.916261,0.968729,14979.157115,3490.831474,none,1,,2285.0,15531.333333,1,0.916261,0.96873,15494.945866,2416.64662,none,1,,-515.78875,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1222,1,2,2,2,7,dual_arm_dominant,3,optimized,1.3,4290.866667,0.35,0.45,0.35,0.45,0.6,1.8,3300.666667,15014.333333,1,0.916261,0.968729,14979.157115,3490.831557,none,1,,2285.0,15531.333333,1,0.916261,0.96873,15494.945866,2416.646674,none,1,,-515.78875,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,1222,1,2,2,2,7,dual_arm_dominant,3,optimized,1.35,4455.9,0.35,0.45,0.35,0.45,0.6,1.8,3300.666667,15014.333333,1,0.91626,0.968729,14979.157115,3490.83182,none,1,,2285.0,15531.333333,1,0.916261,0.96873,15494.945866,2416.646736,none,1,,-515.78875,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
