sensitivity_case,counts_code,deadline_ratio,deadline_value,lambda_single,lambda_dual,rho_single,rho_dual,speed_min,speed_max,mode,feasible,opt_speed_single,opt_speed_dual,opt_energy,opt_cmax,active_constraints,g_single_lower,g_single_upper,g_dual_lower,g_dual_upper,g_deadline,mu_single_lower,mu_single_upper,mu_dual_lower,mu_dual_upper,mu_deadline,stationarity_single_residual,stationarity_dual_residual,stationarity_norm,max_complementarity_error,primal_min,dual_min,kkt_pass,kkt_note
baseline,1121,0.8,1872.8,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916262,0.96873,10259.362109,1738.754893,none,0.3162619196,0.8837380804,0.3687299934,0.8312700066,134.0451065955,0.0,0.0,0.0,0.0,0.0,0.0089406347,0.0062962709,0.0109351715,0.0,0.3162619196,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1121,0.85,1989.85,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.165855,1.183656,10143.590471,1989.84994,deadline,0.5658548308,0.6341451692,0.583655878,0.616344122,5.97317e-05,0.0,0.0,0.0,0.0,1.5597589817,0.260293517,-0.1788685793,0.3158269838,9.3167e-05,5.97317e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1121,0.85,1989.85,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.96873,10259.362109,1738.755598,none,0.3162614554,0.8837385446,0.3687296702,0.8312703298,251.0944021047,0.0,0.0,0.0,0.0,0.0,0.0063345449,0.0033350215,0.0071588286,0.0,0.3162614554,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1121,0.9,2106.9,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.095726,1.12161,9992.299122,2106.899899,deadline,0.4957257086,0.7042742914,0.5216104387,0.6783895613,0.000100562,0.0,0.0,0.0,0.0,1.0448934628,0.2847478658,-0.1989067864,0.3473402608,0.0001050766,0.000100562,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1121,0.9,2106.9,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.968729,10259.362109,1738.756614,none,0.316260888,0.883739112,0.368729128,0.831270872,368.1433861375,0.0,0.0,0.0,0.0,0.0,0.0031493787,-0.0016324828,0.0035473351,0.0,0.316260888,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1121,0.95,2223.95,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.032418,1.066553,9894.949263,2223.949846,deadline,0.4324183473,0.7675816527,0.466552724,0.733447276,0.0001543133,0.0,0.0,0.0,0.0,0.6332940266,0.3603492996,-0.2563808919,0.4422474188,9.77257e-05,0.0001543133,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1121,0.95,2223.95,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.968729,10259.362109,1738.756605,none,0.3162608538,0.8837391462,0.368729162,0.831270838,485.1933951464,0.0,0.0,0.0,0.0,0.0,0.0029570468,-0.0013201981,0.0032383714,0.0,0.3162608538,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1121,1.0,2341.0,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.974847,1.017503,9840.961748,2340.999661,deadline,0.3748470834,0.8251529166,0.4175025859,0.7824974141,0.0003394464,0.0,0.0,0.0,0.0,0.3005526045,0.1999483477,-0.1452193907,0.247119431,0.0001020215,0.0003394464,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1121,1.0,2341.0,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.96873,10259.362109,1738.756075,none,0.3162609426,0.8837390574,0.3687295994,0.8312704006,602.2439252265,0.0,0.0,0.0,0.0,0.0,0.0034554662,0.0026864247,0.0043768853,0.0,0.3162609426,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1121,1.05,2458.05,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.922209,0.973619,9822.207234,2458.046529,deadline,0.3222086131,0.8777913869,0.3736194925,0.8263805075,0.0034705819,0.0,0.0,0.0,0.0,0.0288189227,0.0344360583,-0.0255883539,0.0429022839,0.0001000184,0.0034705819,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1121,1.05,2458.05,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.96873,10259.362109,1738.756129,none,0.3162608998,0.8837391002,0.3687295795,0.8312704205,719.2938706923,0.0,0.0,0.0,0.0,0.0,0.0032151502,0.0025041128,0.0040752634,0.0,0.3162608998,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1121,1.1,2575.1,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.916261,0.96873,9822.008033,2471.919377,none,0.3162613413,0.8837386587,0.3687295987,0.8312704013,103.1806233009,0.0,0.0,0.0,0.0,0.0,0.0054512319,0.0025662995,0.0060250993,0.0,0.3162613413,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1121,1.1,2575.1,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.96873,10259.362109,1738.756155,none,0.31626088,0.88373912,0.3687295703,0.8312704297,836.3438454824,0.0,0.0,0.0,0.0,0.0,0.0031039894,0.0024199166,0.0039358285,0.0,0.31626088,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1121,1.15,2692.15,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.916262,0.96873,9822.008033,2471.918365,none,0.3162618206,0.8837381794,0.3687299172,0.8312700828,220.2316345133,0.0,0.0,0.0,0.0,0.0,0.0080273477,0.0053593037,0.009651966,0.0,0.3162618206,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1121,1.15,2692.15,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.96873,10259.362109,1738.756193,none,0.3162608508,0.8837391492,0.3687295552,0.8312704448,953.3938067656,0.0,0.0,0.0,0.0,0.0,0.0029402914,0.0022820735,0.0037219851,0.0,0.3162608508,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1121,1.2,2809.2,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.916262,0.96873,9822.008033,2471.918985,none,0.316261534,0.883738466,0.3687297168,0.8312702832,337.2810149472,0.0,0.0,0.0,0.0,0.0,0.0064870336,0.0036017532,0.0074198539,0.0,0.316261534,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1121,1.2,2809.2,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.96873,10259.362109,1738.756209,none,0.3162608453,0.8837391547,0.3687295446,0.8312704554,1070.443791262,0.0,0.0,0.0,0.0,0.0,0.002909523,0.0021845785,0.0036383661,0.0,0.3162608453,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1121,1.25,2926.25,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.916261,0.96873,9822.008033,2471.919292,none,0.3162613943,0.8837386057,0.3687296158,0.8312703842,454.3307079757,0.0,0.0,0.0,0.0,0.0,0.0057359735,0.0027162307,0.0063465976,0.0,0.3162613943,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1121,1.25,2926.25,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.968729,10259.362109,1738.75677,none,0.3162605229,0.8837394771,0.3687292522,0.8312707478,1187.4932304956,0.0,0.0,0.0,0.0,0.0,0.0010994912,-0.0004940532,0.0012053919,0.0,0.3162605229,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1121,1.3,3043.3,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.916261,0.968729,9822.008033,2471.920564,none,0.3162609008,0.8837390992,0.3687291339,0.8312708661,571.3794363078,0.0,0.0,0.0,0.0,0.0,0.0030838648,-0.0015106426,0.0034339865,0.0,0.3162609008,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1121,1.3,3043.3,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.968729,10259.362109,1738.756764,none,0.3162605125,0.8837394875,0.3687292653,0.8312707347,1304.5432360817,0.0,0.0,0.0,0.0,0.0,0.0010411165,-0.0003744548,0.0011064086,0.0,0.3162605125,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1121,1.35,3160.35,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.916261,0.968729,9822.008033,2471.920584,none,0.3162608626,0.8837391374,0.3687291491,0.8312708509,688.4294163465,0.0,0.0,0.0,0.0,0.0,0.0028782692,-0.0013775969,0.0031909571,0.0,0.3162608626,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1121,1.35,3160.35,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.968729,10259.362109,1738.756769,none,0.3162605087,0.8837394913,0.3687292637,0.8312707363,1421.5932314218,0.0,0.0,0.0,0.0,0.0,0.0010198078,-0.0003890926,0.0010915132,0.0,0.3162605087,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1121,1.4,3277.4,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.916261,0.968729,9822.008033,2471.920562,none,0.3162608571,0.8837391429,0.3687291678,0.8312708322,805.4794382789,0.0,0.0,0.0,0.0,0.0,0.0028490085,-0.0012134889,0.0030966764,0.0,0.3162608571,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1121,1.4,3277.4,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.91626,0.968729,10259.362109,1738.756779,none,0.3162604962,0.8837395038,0.3687292633,0.8312707367,1538.6432212509,0.0,0.0,0.0,0.0,0.0,0.0009497078,-0.0003923521,0.0010275627,0.0,0.3162604962,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1121,1.5,3511.5,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.916261,0.96873,9822.008033,2471.919867,none,0.3162609146,0.8837390854,0.3687295891,0.8312704109,1039.5801328778,0.0,0.0,0.0,0.0,0.0,0.0031578267,0.0024813509,0.0040160891,0.0,0.3162609146,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1121,1.5,3511.5,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.968729,10259.362109,1738.756766,none,0.3162605042,0.8837394958,0.3687292696,0.8312707304,1772.7432340649,0.0,0.0,0.0,0.0,0.0,0.0009942259,-0.0003349824,0.0010491417,0.0,0.3162605042,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1122,0.7,2005.266667,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.432456,1.426637,15731.821499,2005.26665,deadline,0.8324563092,0.3675436908,0.8266368974,0.3733631026,1.676e-05,0.0,0.0,0.0,0.0,4.8167325394,0.1611264188,-0.0799099564,0.1798536182,8.07286e-05,1.676e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1122,0.7,2005.266667,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,1.063713,1.093642,14633.114549,2005.266597,deadline,0.4637130964,0.7362869036,0.4936418467,0.7063581533,7.00797e-05,0.0,0.0,0.0,0.0,1.3175881482,0.469970086,-0.2483941975,0.5315746035,9.23362e-05,7.00797e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1122,0.75,2148.5,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.331956,1.334023,15137.708176,2148.499967,deadline,0.7319555739,0.4680444261,0.7340233128,0.4659766872,3.26208e-05,0.0,0.0,0.0,0.0,3.5377938306,0.0478093125,-0.0239789335,0.0534856954,0.0001154055,3.26208e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1122,0.75,2148.5,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.984151,1.025364,14501.29625,2148.49982,deadline,0.3841506178,0.8158493822,0.4253644461,0.7746355539,0.0001804263,0.0,0.0,0.0,0.0,0.5579901296,0.2967211639,-0.1610467253,0.3376084964,0.0001006761,0.0001804263,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1122,0.8,2291.733333,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.243624,1.253213,14704.076977,2291.733292,deadline,0.6436238165,0.5563761835,0.6532127072,0.5467872928,4.1325e-05,0.0,0.0,0.0,0.0,2.5585965693,2.0867597384,-1.0595317415,2.3403362402,0.000105734,4.1325e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1122,0.8,2291.733333,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916264,0.968732,14464.633729,2285.603967,none,0.3162636,0.8837364,0.3687322784,0.8312677216,6.1293667331,0.0,0.0,0.0,0.0,0.0,0.0215829614,0.0426462013,0.0477966809,0.0,0.3162636,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1122,0.85,2434.966667,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.164609,1.182493,14394.230965,2434.966614,deadline,0.5646086991,0.6353913009,0.5824926476,0.6175073524,5.23716e-05,0.0,0.0,0.0,0.0,1.7978570531,0.6527414374,-0.3364713003,0.7343598028,9.41566e-05,5.23716e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1122,0.85,2434.966667,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916262,0.96873,14464.633729,2285.609047,none,0.3162623238,0.8837376762,0.3687296998,0.8312703002,149.3576192966,0.0,0.0,0.0,0.0,0.0,0.0131675045,0.0056480742,0.0143277324,0.0,0.3162623238,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1122,0.9,2578.2,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.093908,1.119917,14181.366248,2578.19991,deadline,0.4939084167,0.7060915833,0.5199170215,0.6800829785,9.02087e-05,0.0,0.0,0.0,0.0,1.1969860699,0.9610154925,-0.5036283353,1.0849849202,0.0001079786,9.02087e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1122,0.9,2578.2,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916262,0.96873,14464.633729,2285.609625,none,0.3162618197,0.8837381803,0.3687296075,0.8312703925,292.5903752268,0.0,0.0,0.0,0.0,0.0,0.0098427856,0.0043235184,0.0107504995,0.0,0.3162618197,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1122,0.95,2721.433333,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.029867,1.064395,14045.529688,2721.433191,deadline,0.4298672224,0.7701327776,0.4643954496,0.7356045504,0.0001424202,0.0,0.0,0.0,0.0,0.7168443381,0.2773160695,-0.148111434,0.3143902023,0.0001020931,0.0001424202,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1122,0.95,2721.433333,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916262,0.96873,14464.633729,2285.609922,none,0.3162616164,0.8837383836,0.3687295285,0.8312704715,435.8234112668,0.0,0.0,0.0,0.0,0.0,0.0085021685,0.0031901065,0.0090809497,0.0,0.3162616164,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1122,1.0,2864.666667,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.971667,1.014796,13971.617975,2864.666364,deadline,0.3716667643,0.8283332357,0.4147955842,0.7852044158,0.0003025739,0.0,0.0,0.0,0.0,0.3284488343,0.4276241687,-0.233214038,0.4870844046,9.938e-05,0.0003025739,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1122,1.0,2864.666667,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.96873,14464.633729,2285.610532,none,0.3162608712,0.8837391288,0.3687295495,0.8312704505,579.0561342494,0.0,0.0,0.0,0.0,0.0,0.0035883986,0.0034916711,0.0050068325,0.0,0.3162608712,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1122,1.05,3007.9,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.918303,0.970391,13948.024462,3007.891185,deadline,0.3183027576,0.8816972424,0.3703908088,0.8296091912,0.0088151121,0.0,0.0,0.0,0.0,0.0113461098,0.1110258935,-0.0619891745,0.1271589823,0.0001000172,0.0088151121,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1122,1.05,3007.9,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.96873,14464.633729,2285.610464,none,0.3162608296,0.8837391704,0.3687296173,0.8312703827,722.2895362506,0.0,0.0,0.0,0.0,0.0,0.0033138337,0.0044639144,0.0055594986,0.0,0.3162608296,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1122,1.1,3151.133333,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.916261,0.968729,13947.992142,3013.58438,none,0.3162608924,0.8837391076,0.3687290796,0.8312709204,137.548952927,0.0,0.0,0.0,0.0,0.0,0.0035950169,-0.0031345662,0.0047696595,0.0,0.3162608924,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1122,1.1,3151.133333,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.96873,14464.633729,2285.610422,none,0.3162608219,0.8837391781,0.3687296486,0.8312703514,865.5229113113,0.0,0.0,0.0,0.0,0.0,0.0032633176,0.0049132528,0.0058982451,0.0,0.3162608219,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1122,1.15,3294.366667,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.916262,0.96873,13947.992142,3013.581798,none,0.316262118,0.883737882,0.3687296633,0.8312703367,280.7848681882,0.0,0.0,0.0,0.0,0.0,0.0113885615,0.0049417971,0.0124145355,0.0,0.316262118,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1122,1.15,3294.366667,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.96873,14464.633729,2285.610381,none,0.3162608041,0.8837391959,0.3687296853,0.8312703147,1008.7562860129,0.0,0.0,0.0,0.0,0.0,0.0031460467,0.0054404315,0.0062845767,0.0,0.3162608041,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1122,1.2,3437.6,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.916262,0.96873,13947.992142,3013.582295,none,0.3162618185,0.8837381815,0.3687295867,0.8312704133,424.0177049271,0.0,0.0,0.0,0.0,0.0,0.009483921,0.0038817589,0.0102475758,0.0,0.3162618185,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1122,1.2,3437.6,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.96873,14464.633729,2285.610332,none,0.3162608174,0.8837391826,0.3687297093,0.8312702907,1151.9896677092,0.0,0.0,0.0,0.0,0.0,0.0032331526,0.0057840976,0.0066263913,0.0,0.3162608174,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1122,1.25,3580.833333,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.916262,0.96873,13947.992142,3013.582577,none,0.3162616649,0.8837383351,0.3687295342,0.8312704658,567.2507568117,0.0,0.0,0.0,0.0,0.0,0.0085074076,0.0031557715,0.0090738568,0.0,0.3162616649,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1122,1.25,3580.833333,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.96873,14464.633729,2285.610279,none,0.3162608259,0.8837391741,0.3687297389,0.8312702611,1295.2230540898,0.0,0.0,0.0,0.0,0.0,0.0032893701,0.0062088719,0.0070263821,0.0,0.3162608259,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1122,1.3,3724.066667,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.916262,0.968729,13947.992142,3013.582718,none,0.3162616377,0.8837383623,0.3687294801,0.8312705199,710.4839488614,0.0,0.0,0.0,0.0,0.0,0.0083339271,0.002406183,0.0086743333,0.0,0.3162616377,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1122,1.3,3724.066667,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.96873,14464.633729,2285.61029,none,0.3162608099,0.8837391901,0.3687297406,0.8312702594,1438.4563762236,0.0,0.0,0.0,0.0,0.0,0.0031839406,0.0062329689,0.0069990984,0.0,0.3162608099,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1122,1.35,3867.3,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.916261,0.96873,13947.992142,3013.583412,none,0.3162608492,0.8837391508,0.3687295795,0.8312704205,853.7165878467,0.0,0.0,0.0,0.0,0.0,0.0033203316,0.0037823931,0.005033001,0.0,0.3162608492,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1122,1.35,3867.3,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.96873,14464.633729,2285.610217,none,0.3162608534,0.8837391466,0.3687297635,0.8312702365,1581.6897825445,0.0,0.0,0.0,0.0,0.0,0.0034711574,0.0065621997,0.0074237052,0.0,0.3162608534,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1122,1.4,4010.533333,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.916261,0.96873,13947.992142,3013.583321,none,0.3162608364,0.8837391636,0.3687296316,0.8312703684,996.950012598,0.0,0.0,0.0,0.0,0.0,0.0032388517,0.0045030071,0.0055468219,0.0,0.3162608364,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1122,1.4,4010.533333,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.96873,14464.633729,2285.610248,none,0.3162608211,0.8837391789,0.3687297619,0.8312702381,1724.9230855603,0.0,0.0,0.0,0.0,0.0,0.0032580755,0.006539485,0.0073061563,0.0,0.3162608211,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1122,1.5,4297.0,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.916261,0.96873,13947.992142,3013.583168,none,0.3162608379,0.8837391621,0.3687297056,0.8312702944,1283.4168316384,0.0,0.0,0.0,0.0,0.0,0.0032484069,0.0055273398,0.0064112115,0.0,0.3162608379,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1122,1.5,4297.0,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.96873,14464.633729,2285.610202,none,0.3162608602,0.8837391398,0.3687297694,0.8312702306,2011.3897975358,0.0,0.0,0.0,0.0,0.0,0.0035158548,0.0066472071,0.0075197472,0.0,0.3162608602,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1211,0.7,1512.233333,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.430848,1.425171,9477.224499,1512.233307,deadline,0.8308477404,0.3691522596,0.8251705703,0.3748294297,2.62374e-05,0.0,0.0,0.0,0.0,3.8221650268,0.0117600643,-0.017500393,0.0210846595,0.0001002836,2.62374e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1211,0.7,1512.233333,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.968731,8781.282326,1480.964307,none,0.316261289,0.883738711,0.368730836,0.831269164,31.2690259208,0.0,0.0,0.0,0.0,0.0,0.0069385635,0.0080037794,0.0105926459,0.0,0.316261289,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1211,0.75,1620.25,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.332518,1.334558,9120.679808,1620.249962,deadline,0.7325184114,0.4674815886,0.7345576648,0.4654423352,3.77816e-05,0.0,0.0,0.0,0.0,2.8253735757,-0.0229225991,0.0344892197,0.0414119768,0.000106747,3.77816e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1211,0.75,1620.25,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.968731,8781.282326,1480.964468,none,0.3162612661,0.8837387339,0.3687306021,0.8312693979,139.2855316214,0.0,0.0,0.0,0.0,0.0,0.0067732818,0.0067803154,0.0095838418,0.0,0.3162612661,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1211,0.8,1728.266667,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.246098,1.255899,8858.454891,1728.266618,deadline,0.646098298,0.553901702,0.6558986708,0.5441013292,4.86334e-05,0.0,0.0,0.0,0.0,2.0627029445,-0.168192371,0.256272584,0.3065359864,0.0001003163,4.86334e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1211,0.8,1728.266667,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.96873,8781.282326,1480.965033,none,0.3162609501,0.8837390499,0.3687301768,0.8312698232,247.3016336431,0.0,0.0,0.0,0.0,0.0,0.00449405,0.0045552444,0.0063989637,0.0,0.3162609501,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1211,0.85,1836.283333,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.16951,1.187068,8668.981913,1836.28327,deadline,0.5695100126,0.6304899874,0.587068307,0.612931693,6.34914e-05,0.0,0.0,0.0,0.0,1.4694556605,-0.2012944977,0.3110761351,0.3705237329,9.32978e-05,6.34914e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1211,0.85,1836.283333,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.96873,8781.282326,1480.965251,none,0.3162608269,0.8837391731,0.3687300152,0.8312699848,355.3180826574,0.0,0.0,0.0,0.0,0.0,0.0036056173,0.0037095454,0.0051731231,0.0,0.3162608269,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,1211,0.9,1944.3,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.101107,1.126463,8536.507517,1944.299901,deadline,0.5011071973,0.6988928027,0.5264626697,0.6735373303,9.94181e-05,0.0,0.0,0.0,0.0,1.001228602,-0.1343674377,0.2109403683,0.2501008743,9.95402e-05,9.94181e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
